folder,zone,species,x,y,z,yaw_deg,scale
Preserve,FringeSouth,XfHinokiM,-356.00,283.04,132.00,192.1,0.5845
Preserve,FringeSouth,XfHinokiM,-304.50,297.42,190.15,63.3,0.6258
Preserve,FringeSouth,XfSpruceM,-164.50,306.44,211.08,198.6,0.5670
Preserve,FringeSouth,XfFirM,-267.33,304.46,169.93,327.2,0.4400
Preserve,FringeSouth,XfHinokiM,-296.06,288.91,185.71,306.0,0.3562
Preserve,FringeSouth,XfSugi40,-276.90,286.23,141.88,100.7,0.3649
Preserve,FringeSouth,XfSpruceM,-246.56,297.94,143.15,37.2,0.6003
Preserve,FringeSouth,XfSpruceM,-158.33,304.60,211.89,272.0,0.3620
Preserve,FringeSouth,XfFirM,-417.13,261.86,71.92,36.4,0.5500
Preserve,FringeSouth,XfHinokiM,-292.00,232.51,80.00,175.0,0.5843
Preserve,FringeSouth,XfHinokiM,-120.68,298.29,185.56,37.6,0.6008
Preserve,FringeSouth,XfSpruceM,-248.00,299.84,148.00,38.1,0.3927
Preserve,FringeSouth,XfHinokiM,-360.95,276.26,131.98,186.3,0.5889
Preserve,FringeSouth,XfHinokiM,-116.00,283.62,160.00,93.9,0.6477
Preserve,FringeSouth,XfHinokiM,-351.74,286.57,130.81,74.4,0.4455
Preserve,FringeSouth,XfMapleGold,-153.25,176.03,79.26,56.6,0.5612
Preserve,FringeSouth,XfFirM,-425.73,266.96,76.35,248.1,0.4057
Preserve,FringeSouth,XfHinokiYr,-156.00,283.56,176.00,13.5,0.5187
Preserve,FringeSouth,XfHinokiM,-250.74,258.28,77.86,108.5,0.6124
Preserve,FringeSouth,XfSpruceM,-216.00,299.90,188.00,115.7,0.5076
Preserve,FringeSouth,XfHinokiM,-221.54,284.68,148.35,218.9,0.5492
Preserve,FringeSouth,XfHinokiM,-356.00,284.98,172.00,206.9,0.4043
Preserve,FringeSouth,XfFirM,-416.00,278.59,96.00,298.2,0.6603
Preserve,FringeSouth,XfMapleGold,-152.00,179.10,84.00,58.1,0.3927
Preserve,FringeSouth,XfHinokiM,-224.66,285.72,150.83,348.7,0.5827
Preserve,FringeSouth,XfSpruceM,-392.00,235.49,80.00,196.6,0.4785
Preserve,FringeSouth,XfSpruceM,-237.40,276.01,128.56,348.8,0.4760
Preserve,FringeSouth,XfMapleGold,-155.24,174.09,77.94,143.8,0.3394
Preserve,FringeSouth,XfFirM,-128.20,246.77,135.88,243.0,0.4801
Preserve,FringeSouth,XfMapleGold,-127.07,201.02,102.23,167.9,0.6622
Preserve,FringeSouth,XfHinokiM,-105.19,289.52,151.11,27.4,0.5680
Preserve,FringeSouth,XfFirM,-400.00,301.94,216.00,72.1,0.4343
Preserve,FringeSouth,XfSpruceM,-324.00,222.88,104.00,121.8,0.5618
Preserve,FringeSouth,XfSpruceM,-395.77,247.23,107.83,105.0,0.5459
Preserve,FringeSouth,XfHinokiM,-327.77,278.27,171.28,308.8,0.3958
Preserve,FringeSouth,XfFirM,-148.00,237.06,128.00,319.0,0.4435
Preserve,FringeSouth,XfFirM,-411.59,267.92,94.30,276.9,0.4562
Preserve,FringeSouth,XfMapleGold,-456.00,311.12,172.00,116.8,0.9728
Preserve,FringeSouth,XfFirM,-324.00,244.02,124.00,92.1,0.4228
Preserve,FringeSouth,XfHinokiM,-101.17,255.50,123.08,349.6,0.6441
Preserve,FringeSouth,XfSpruceM,-266.31,236.82,79.23,11.1,0.3225
Preserve,FringeSouth,XfSpruceM,-396.00,304.73,188.00,347.0,0.5903
Preserve,HeadBowl,XfHinokiT,-451.68,282.69,-40.47,49.6,0.8794
Preserve,HeadBowl,XfHinokiYb,-430.82,244.42,56.84,101.8,1.1370
Preserve,HeadBowl,XfHinokiYb,-443.69,263.41,56.77,145.0,1.1041
Preserve,HeadBowl,XfHinokiMT,-424.78,245.91,55.72,6.3,0.9067
Preserve,HeadBowl,XfSpruceYb,-439.70,262.29,27.39,240.7,1.0356
Preserve,HeadBowl,XfSugi25T,-444.09,282.97,-38.87,72.5,1.2340
Preserve,HeadBowl,XfHinokiT,-444.83,285.09,-48.43,0.5,0.9299
Preserve,HeadBowl,XfHinokiMT,-435.04,256.47,44.64,119.2,1.3756
Preserve,HeadBowl,XfHinokiT,-452.84,285.60,-48.28,347.0,0.9350
Preserve,HeadBowl,XfSugi25T,-443.26,279.87,-33.04,142.9,1.2643
Preserve,HeadBowl,XfHinokiMT,-440.93,266.13,35.14,265.2,1.0758
Preserve,HeadBowl,XfSpruceMT,-444.37,267.65,47.43,143.7,0.8585
Preserve,HeadBowl,XfHinokiMT,-428.63,245.09,47.72,92.6,0.8815
Preserve,HeadBowlUnder,XfFirYb,-427.76,244.63,60.33,252.5,1.0398
Preserve,HeadBowlUnder,XfSugiYb,-452.00,281.15,-28.00,333.4,1.0968
Preserve,HeadBowlUnder,XfSpruceYb,-440.00,259.97,60.00,84.8,0.5950
Preserve,HeadBowlUnder,XfSpruceYb,-447.45,277.28,-49.77,175.9,1.0945
Preserve,HeadBowlUnder,XfSpruceYb,-453.07,277.72,-42.29,25.4,1.0461
Preserve,HeadBowlUnder,XfSugiYb,-456.46,294.88,54.47,139.7,1.1456
Preserve,HeadBowlUnder,XfSpruceYb,-460.00,297.05,32.00,230.7,1.1047
Preserve,HeadBowlUnder,XfSugiYb,-436.00,274.12,-56.00,303.8,1.0739
Preserve,HeadBowlUnder,XfSpruceYb,-440.00,261.14,36.00,173.7,0.9589
Preserve,HeadBowlUnder,XfSugiYb,-456.00,295.05,60.00,248.0,0.8608
Preserve,HeadBowlUnder,XfHinokiYb,-452.00,300.30,-8.00,353.8,0.6081
Preserve,HeadBowlUnder,XfHinokiYb,-438.05,261.09,34.55,160.2,0.8642
Preserve,HeadBowlUnder,XfHinokiYb,-456.00,271.03,-36.00,256.9,0.8653
Preserve,HeadBowlUnder,XfFirYb,-444.00,270.13,-32.00,29.8,0.6812
Preserve,HeadBowlUnder,XfHinokiYb,-460.00,307.92,4.00,316.4,1.1314
Preserve,HeadBowlUnder,XfSugiYb,-448.00,280.16,-20.00,275.1,0.9740
Preserve,HeadBowlUnder,XfSpruceYb,-444.00,274.38,-40.00,227.2,0.7157
Preserve,HeadBowlUnder,XfFirYb,-460.00,297.05,-20.00,335.4,0.8780
Preserve,HeadBowlUnder,XfSpruceYb,-456.00,296.44,44.00,24.3,0.9419
Preserve,HeadBowlUnder,XfFirYb,-448.00,271.26,52.00,324.2,1.0017
Preserve,HeadBowlUnder,XfHinokiYb,-460.00,303.99,16.00,133.4,0.9167
Preserve,HeadBowlUnder,XfSpruceYb,-444.00,276.20,-56.00,18.8,1.0330
Preserve,HeadBowlUnder,XfHinokiYb,-420.00,245.70,60.00,209.9,1.0132
Preserve,HeadBowlUnder,XfHinokiYb,-456.28,308.16,2.22,142.9,0.8573
Preserve,HeadBowlUnder,XfFirYb,-420.00,222.40,-36.00,62.7,0.8723
Preserve,HeadBowlUnder,XfHinokiYb,-436.00,258.52,28.00,97.7,0.9911
Preserve,HeadBowlUnder,XfSpruceYb,-440.00,278.30,-48.00,338.2,1.0281
Preserve,HeadBowlUnder,XfFirYb,-432.00,243.88,56.00,279.0,1.1433
Preserve,HeadBowlUnder,XfFirYb,-444.00,268.94,24.00,339.8,1.1193
Preserve,HeadBowlUnder,XfSugiYb,-456.00,301.37,24.00,327.2,1.0851
Preserve,EastCore,XfFirMT,47.57,131.45,-59.68,334.1,1.2715
Preserve,EastCore,XfSugiYb,-88.76,140.47,-22.92,40.6,0.8880
Preserve,EastCore,XfSpruceYb,116.16,86.17,28.20,274.0,1.1279
Preserve,EastCore,XfHinokiT,124.75,86.33,27.35,11.9,0.9741
Preserve,EastCore,XfFirMT,215.63,16.52,-44.57,350.3,0.9414
Preserve,EastCore,XfFirMT,103.09,111.56,-43.07,169.4,1.0739
Preserve,EastCore,XfSpruceYb,119.56,92.91,43.36,57.7,0.9244
Preserve,EastCore,XfFirMT,48.20,125.49,-52.53,292.8,1.0643
Preserve,EastCore,XfHinokiYb,215.12,100.82,19.99,237.8,1.0318
Preserve,EastCore,XfSpruceMT,111.01,100.14,43.30,96.8,1.0985
Preserve,EastCore,XfFirMT,168.32,71.86,28.98,356.1,1.0538
Preserve,EastCore,XfHinokiYb,216.58,207.35,48.28,348.9,0.9904
Preserve,EastCore,XfSpruceYb,209.17,11.45,-34.92,131.9,1.0550
Preserve,EastCore,XfHinokiT,176.51,71.80,36.99,119.4,1.0821
Preserve,EastCore,XfHinokiT,127.11,99.89,43.88,183.7,0.8661
Preserve,EastCore,XfHinokiT,137.07,90.81,-20.08,57.8,1.0844
Preserve,EastCore,XfFirMT,159.04,77.72,27.04,220.7,1.0855
Preserve,EastCore,XfHinokiT,144.81,93.61,-20.66,241.7,1.3605
Preserve,EastCore,XfFirYb,160.04,69.62,36.99,176.0,0.9989
Preserve,EastCore,XfHinokiYb,215.09,223.79,61.03,80.3,1.0495
Preserve,EastCore,XfHinokiYb,172.39,74.59,42.82,229.1,1.0411
Preserve,EastCore,XfHinokiT,143.51,87.68,-27.60,115.1,0.8853
Preserve,EastCore,XfSugi25T,-88.51,181.34,59.93,176.4,1.4542
Preserve,EastCore,XfSpruceYb,113.17,89.44,37.10,282.0,1.0299
Preserve,EastCore,XfSugi25T,-87.89,165.38,52.19,27.2,1.2056
Preserve,EastCore,XfHinokiT,207.64,209.84,49.19,83.7,0.9002
Preserve,EastCore,XfHinokiT,145.16,86.25,-11.73,188.2,1.0188
Preserve,EastCore,XfHinokiT,121.05,94.10,37.11,34.0,1.1483
Preserve,EastCore,XfSpruceMT,207.69,17.44,-51.46,12.0,0.9032
Preserve,EastCore,XfSugi25T,-88.19,153.72,43.81,58.9,1.0142
Preserve,EastCore,XfHinokiT,71.14,129.99,60.60,309.4,1.2976
Preserve,EastCore,XfFirMT,39.75,132.45,-60.06,92.2,1.0611
Preserve,EastCore,XfSpruceMT,192.61,23.91,-43.90,267.0,0.8923
Preserve,EastCore,XfFirMT,115.00,105.33,-44.89,295.5,0.9003
Preserve,EastCore,XfSpruceMT,200.63,23.66,-42.95,76.3,1.3678
Preserve,EastCore,XfFirYb,39.24,123.47,-51.92,119.1,1.0442
Preserve,EastCore,XfHinokiMT,4.10,147.46,60.17,96.7,0.8529
Preserve,EastCore,XfSugi25T,-79.67,154.39,44.77,109.8,1.0026
Preserve,EastCore,XfHinokiYb,19.71,135.08,60.23,105.4,1.1072
Preserve,EastCore,XfSpruceMT,193.14,24.12,-36.53,311.2,1.0194
Preserve,EastCore,XfSugi25T,-80.95,166.13,-52.72,132.6,1.1710
Preserve,EastCore,XfHinokiMT,55.49,124.97,-59.52,338.1,0.9721
Preserve,EastCore,XfSpruceMT,-88.67,158.80,-48.84,349.9,0.9790
Preserve,EastCore,XfFirMT,87.06,107.53,-39.53,48.7,1.1040
Preserve,EastCore,XfSpruceYb,119.61,83.99,-31.78,111.3,1.0914
Preserve,EastCore,XfSugi25T,-88.75,148.08,-32.34,234.3,0.9651
Preserve,EastCore,XfFirMT,125.07,103.77,-43.54,289.0,1.0667
Preserve,EastCore,XfHinokiT,-88.98,149.53,7.05,271.3,1.3464
Preserve,EastCore,XfSpruceMT,-88.26,142.06,0.06,33.2,0.9431
Preserve,EastCore,XfFirYb,208.08,12.31,-43.00,31.7,1.0132
Preserve,EastCore,XfSugi25T,-79.74,160.70,-44.18,329.4,1.1812
Preserve,EastCore,XfFirMT,54.94,120.92,-52.33,316.7,1.1103
Preserve,EastCore,XfSpruceMT,-79.62,140.38,7.06,10.4,1.0831
Preserve,EastCore,XfHinokiYb,-80.56,133.53,-0.73,61.4,0.9681
Preserve,EastCore,XfSpruceMT,-88.97,146.41,15.57,162.5,0.9783
Preserve,EastCore,XfFirMT,200.38,19.58,-36.82,129.7,0.9885
Preserve,EastCore,XfHinokiT,209.19,203.51,40.23,22.3,1.0398
Preserve,EastCore,XfHinokiT,12.64,149.52,60.79,56.2,1.1817
Preserve,EastCore,XfHinokiT,152.89,86.48,-24.89,83.0,1.0917
Preserve,EastCore,XfSpruceMT,-87.96,167.22,-54.83,135.0,1.0425
Preserve,EastCore,XfHinokiT,29.01,135.64,60.52,46.5,0.8541
Preserve,EastCore,XfHinokiT,215.51,210.49,39.04,44.0,1.3158
Preserve,EastCore,XfFirMT,65.05,130.01,61.02,200.0,1.0344
Preserve,EastCore,XfHinokiYb,86.94,113.75,61.10,154.0,0.8602
Preserve,EastCore,XfHinokiT,79.57,123.51,58.87,357.3,0.9481
Preserve,EastCore,XfHinokiYb,56.54,127.00,60.11,91.3,0.9605
Preserve,EastCore,XfHinokiT,168.13,76.26,36.54,33.0,1.1971
Preserve,EastCore,XfSugi25T,-88.40,157.74,-39.99,335.0,1.4136
Preserve,EastUnder,XfFirYb,56.00,118.68,-56.00,171.5,1.1008
Preserve,EastUnder,XfFirYb,212.00,12.89,-60.00,206.0,0.9678
Preserve,EastUnder,XfHinokiYb,187.08,21.83,-28.88,235.2,0.9357
Preserve,EastUnder,XfSpruceYb,88.00,111.43,56.00,84.6,0.9726
Preserve,EastUnder,XfSpruceYb,168.00,66.13,32.00,214.6,0.9071
Preserve,EastUnder,XfSugiYb,108.00,108.59,-44.00,334.0,1.0813
Preserve,EastUnder,XfHinokiYb,160.00,132.19,-56.00,13.6,0.9752
Preserve,EastUnder,XfSpruceYb,140.00,69.41,28.00,265.7,0.5777
Preserve,EastUnder,XfHinokiYb,184.00,25.76,-24.00,13.4,1.1057
Preserve,EastUnder,XfSugiYb,140.00,64.78,20.00,120.1,1.0777
Preserve,EastUnder,XfHinokiYb,130.94,79.66,-23.59,315.1,0.9388
Preserve,EastUnder,XfHinokiYb,211.44,11.32,-39.07,115.2,1.0627
Preserve,EastUnder,XfHinokiYb,120.00,70.64,-4.00,355.8,1.0140
Preserve,EastUnder,XfFirYb,208.00,10.47,-40.00,67.1,0.6428
Preserve,EastUnder,XfSpruceYb,-88.00,139.14,12.00,73.7,0.8834
Preserve,EastUnder,XfSpruceYb,52.00,123.79,56.00,19.6,1.0490
Preserve,EastUnder,XfSpruceYb,220.00,213.28,52.00,139.4,0.9707
Preserve,EastUnder,XfFirYb,123.95,73.28,15.13,312.6,0.5891
Preserve,EastUnder,XfSugiYb,192.00,19.74,-40.00,354.8,1.1488
Preserve,EastUnder,XfSpruceYb,152.00,71.93,28.00,345.5,0.6986
Preserve,EastUnder,XfSpruceYb,48.00,114.55,-44.00,274.6,0.9673
Preserve,EastUnder,XfSugiYb,-84.00,139.60,-32.00,150.5,0.8979
Preserve,EastUnder,XfHinokiYb,104.00,91.62,24.00,12.8,0.6240
Preserve,EastUnder,XfFirYb,124.00,75.96,20.00,228.8,0.7142
Preserve,EastUnder,XfHinokiYb,182.97,56.40,29.24,248.6,0.9504
Preserve,EastUnder,XfHinokiYb,145.98,76.18,-12.45,281.0,0.6033
Preserve,EastUnder,XfHinokiYb,164.00,79.92,44.00,57.7,0.8925
Preserve,EastUnder,XfSugiYb,168.00,86.97,52.00,356.7,0.9030
Preserve,EastUnder,XfSpruceYb,176.00,74.68,48.00,190.6,0.9522
Preserve,EastUnder,XfHinokiYb,136.00,63.72,-4.00,1.2,0.7294
Preserve,EastUnder,XfHinokiYb,140.04,65.55,-5.99,255.4,0.6664
Preserve,EastUnder,XfSpruceYb,208.00,11.80,-52.00,184.2,0.5582
Preserve,EastUnder,XfFirYb,208.00,11.84,0.00,313.4,0.7090
Preserve,EastUnder,XfSpruceYb,196.00,18.74,-32.00,34.8,1.0618
Preserve,EastUnder,XfSpruceYb,136.00,62.58,8.00,238.0,0.6831
Preserve,EastUnder,XfFirYb,188.00,50.33,40.00,95.2,0.9844
Preserve,EastUnder,XfHinokiYb,136.00,92.80,-40.00,54.1,1.0803
Preserve,EastUnder,XfHinokiYb,210.88,11.11,-40.53,30.2,1.0660
Preserve,EastUnder,XfHinokiYb,120.00,73.37,12.00,74.9,0.9308
Preserve,EastUnder,XfHinokiYb,116.45,86.32,21.46,343.2,1.0168
Preserve,EastUnder,XfFirYb,20.00,130.97,56.00,276.5,0.9302
Preserve,EastUnder,XfHinokiYb,144.00,81.64,-24.00,247.3,0.9342
Preserve,EastUnder,XfHinokiYb,179.93,32.09,-22.76,140.0,1.1319
Preserve,EastUnder,XfHinokiYb,188.00,52.88,28.00,17.5,0.8953
Preserve,EastUnder,XfHinokiYb,142.45,74.74,32.78,319.4,1.0867
Preserve,EastUnder,XfFirYb,156.00,92.49,48.00,353.9,1.0100
Preserve,EastUnder,XfHinokiYb,108.00,88.70,0.00,1.3,0.6671
Preserve,EastUnder,XfSugiYb,52.45,115.31,-47.03,103.5,0.9288
Preserve,EastUnder,XfFirYb,164.35,67.88,25.54,149.0,1.1488
Preserve,EastUnder,XfSugiYb,56.00,112.94,-44.00,116.0,1.0157
Preserve,EastUnder,XfSugiYb,148.15,74.18,32.02,11.8,1.0453
Preserve,EastUnder,XfSpruceYb,159.32,68.38,-13.44,30.0,1.1180
Preserve,EastUnder,XfSugiYb,28.00,131.60,-60.00,285.3,0.8726
Preserve,EastUnder,XfFirYb,124.00,106.63,56.00,12.4,0.7417
Preserve,EastUnder,XfHinokiYb,144.00,84.50,-36.00,127.4,0.6628
Preserve,EastUnder,XfSpruceYb,152.00,72.12,20.00,143.5,0.9740
Preserve,EastUnder,XfSugiYb,104.00,97.64,44.00,172.6,0.9304
Preserve,EastUnder,XfSugiYb,52.47,115.48,-49.53,18.1,1.1372
Preserve,EastUnder,XfSpruceYb,176.00,56.58,-8.00,262.8,1.1302
Preserve,EastUnder,XfSpruceYb,156.00,75.12,-16.00,140.0,1.0900
Preserve,EastUnder,XfHinokiYb,172.00,68.12,40.00,184.6,0.8948
Preserve,EastUnder,XfFirYb,212.00,197.47,40.00,343.4,1.0418
Preserve,EastUnder,XfFirYb,64.00,117.71,-60.00,275.7,0.9219
Preserve,EastUnder,XfSugiYb,136.00,92.41,44.00,339.5,1.1057
Preserve,EastUnder,XfHinokiYb,137.22,81.62,-21.18,162.8,0.9073
Preserve,EastUnder,XfFirYb,164.00,63.70,20.00,174.6,1.1181
Preserve,EastUnder,XfHinokiYb,136.00,83.62,-28.00,263.3,1.0564
Preserve,EastUnder,XfFirYb,-83.06,152.94,-49.91,273.7,0.7129
Preserve,EastUnder,XfFirYb,104.00,92.07,32.00,113.8,0.8761
Preserve,EastUnder,XfSpruceYb,39.13,126.78,-59.21,352.6,1.1469
Preserve,EastUnder,XfHinokiYb,116.00,72.54,4.00,86.1,0.7219
Preserve,EastUnder,XfFirYb,36.00,124.10,-48.00,168.4,1.1390
Preserve,EastUnder,XfFirYb,-88.00,156.75,-52.00,63.8,0.6784
Preserve,EastUnder,XfHinokiYb,143.38,80.46,-28.05,94.8,0.8886
Preserve,EastUnder,XfFirYb,150.57,98.54,52.06,321.6,0.8748
Preserve,EastUnder,XfSugiYb,200.00,49.50,4.00,273.4,0.8756
Preserve,EastUnder,XfHinokiYb,36.00,128.18,-60.00,28.1,1.1075
Preserve,EastUnder,XfSpruceYb,38.55,126.52,-61.84,101.4,0.9948
Preserve,EastUnder,XfSpruceYb,118.17,89.46,40.25,156.8,0.8753
Preserve,EastUnder,XfFirYb,216.09,104.78,26.39,24.4,1.1093
Preserve,EastUnder,XfSpruceYb,116.00,101.81,-44.00,185.2,1.0863
Preserve,EastUnder,XfSpruceYb,32.00,124.24,56.00,163.7,1.0096
Preserve,EastUnder,XfFirYb,-80.00,134.31,8.00,276.9,1.0726
Preserve,EastUnder,XfSpruceYb,116.00,88.27,36.00,94.2,1.0910
Preserve,EastUnder,XfHinokiYb,156.20,75.54,-29.56,13.7,0.9206
Preserve,EastUnder,XfFirYb,157.42,97.26,52.22,313.1,1.0846
Preserve,EastUnder,XfSpruceYb,44.00,125.90,-60.00,1.2,1.1418
Preserve,EastUnder,XfHinokiYb,200.00,15.28,-44.00,334.6,1.0229
Preserve,EastUnder,XfFirYb,160.00,70.99,28.00,292.9,0.9036
Preserve,EastUnder,XfFirYb,216.00,100.92,20.00,24.3,1.0803
Preserve,EastUnder,XfHinokiYb,84.00,110.56,-44.00,195.7,0.6331
Preserve,EastUnder,XfHinokiYb,112.00,86.54,-32.00,265.0,1.1212
Preserve,EastUnder,XfSpruceYb,204.00,18.81,-32.00,313.1,0.9513
Preserve,EastUnder,XfHinokiYb,48.00,118.76,-52.00,132.5,0.6500
Preserve,EastUnder,XfHinokiYb,-88.00,136.25,0.00,127.5,0.6571
Preserve,EastUnder,XfSpruceYb,110.12,89.29,34.22,77.1,0.9767
Preserve,EastUnder,XfHinokiYb,64.00,123.38,60.00,206.9,0.5747
Preserve,EastUnder,XfFirYb,216.00,18.08,-8.00,206.9,1.0051
Preserve,EastUnder,XfSpruceYb,152.00,84.89,-36.00,95.1,0.9715
Preserve,EastUnder,XfSugiYb,160.00,70.74,36.00,86.6,0.9968
Preserve,EastUnder,XfFirYb,112.57,97.33,49.16,176.0,1.0851
Preserve,EastUnder,XfHinokiYb,185.45,56.35,32.27,209.5,0.9446
Preserve,EastUnder,XfHinokiYb,108.00,88.25,16.00,199.0,0.5781
Preserve,EastUnder,XfFirYb,116.00,102.12,52.00,140.3,1.0002
Preserve,EastUnder,XfHinokiYb,140.00,105.35,56.00,243.5,0.6813
Preserve,EastUnder,XfHinokiYb,109.01,93.37,-36.78,196.9,1.0027
Preserve,EastUnder,XfSpruceYb,128.00,71.07,-8.00,111.3,1.0443
Preserve,EastUnder,XfSpruceYb,-88.00,140.49,-24.00,359.5,1.0227
Preserve,EastUnder,XfSpruceYb,128.00,84.15,-32.00,237.5,0.8839
Preserve,EastUnder,XfSugiYb,80.00,116.08,60.00,262.2,0.9672
Preserve,EastUnder,XfHinokiYb,164.00,66.97,-24.00,132.1,0.7406
Preserve,EastUnder,XfHinokiYb,112.00,87.66,24.00,354.5,0.8652
Preserve,EastUnder,XfFirYb,210.43,201.78,44.84,159.5,1.1123
Preserve,EastUnder,XfSpruceYb,12.00,136.91,56.00,38.1,0.9520
Preserve,EastUnder,XfHinokiYb,72.00,117.11,56.00,331.4,0.6651
Preserve,EastUnder,XfHinokiYb,150.26,77.75,-24.93,157.7,1.0681
Preserve,EastUnder,XfHinokiYb,216.00,223.94,60.00,322.0,1.0206
Preserve,EastUnder,XfHinokiYb,105.22,90.27,-33.55,112.6,1.0740
Preserve,EastUnder,XfFirYb,212.00,211.43,52.00,231.1,1.1481
Preserve,EastUnder,XfFirYb,4.87,142.73,58.78,72.0,0.6138
Preserve,EastUnder,XfSpruceYb,216.00,10.50,-16.00,10.5,0.9996
Preserve,EastUnder,XfFirYb,123.94,83.37,-23.58,88.0,0.7136
Preserve,EastUnder,XfFirYb,-80.00,133.51,0.00,280.6,1.0081
Preserve,EastUnder,XfFirYb,148.00,65.78,-4.00,263.5,0.9271
Preserve,EastUnder,XfHinokiYb,123.76,98.57,47.99,222.0,1.0183
Preserve,EastUnder,XfHinokiYb,172.00,54.83,16.00,304.2,0.9581
Preserve,EastUnder,XfHinokiYb,130.08,97.25,48.79,181.4,0.9527
Preserve,EastUnder,XfFirYb,132.00,74.69,28.00,163.6,0.6663
Preserve,EastUnder,XfSpruceYb,-84.00,145.99,-40.00,140.8,1.0115
Preserve,EastUnder,XfHinokiYb,107.62,88.39,20.65,257.9,1.1154
Preserve,EastUnder,XfHinokiYb,216.00,11.46,-52.00,264.6,1.0198
Preserve,EastUnder,XfSpruceYb,144.00,90.33,44.00,4.8,1.0289
Preserve,EastUnder,XfHinokiYb,216.00,10.55,-32.00,122.9,0.9286
Preserve,EastUnder,XfHinokiYb,216.00,11.45,-44.00,294.2,1.0654
Preserve,EastUnder,XfHinokiYb,128.00,93.01,44.00,244.0,0.9451
Preserve,EastUnder,XfHinokiYb,-80.00,145.14,40.00,124.5,0.8767
Preserve,EastUnder,XfFirYb,128.00,63.69,8.00,239.4,1.0063
Preserve,EastFringeNorth,XfHinokiM,28.00,266.66,-196.00,57.1,0.4918
Preserve,EastFringeNorth,XfHinokiM,-63.91,284.33,-175.33,293.4,0.3239
Preserve,EastFringeNorth,XfHinokiM,75.68,300.11,-212.30,350.5,0.3604
Preserve,EastFringeNorth,XfHinokiM,-63.31,284.95,-180.27,349.1,0.5689
Preserve,EastFringeNorth,XfHinokiYr,38.13,243.73,-180.48,60.7,0.5537
Preserve,EastFringeNorth,XfSpruceM,147.80,304.19,-213.84,10.5,0.4872
Preserve,EastFringeNorth,XfFirM,168.00,301.96,-168.00,53.1,0.6235
Preserve,EastFringeNorth,XfHinokiYr,48.26,275.60,-152.80,172.6,0.3362
Preserve,EastFringeNorth,XfSugi40,24.00,214.82,-136.00,179.2,0.6082
Preserve,EastFringeNorth,XfSugi40,-60.01,281.86,-216.47,194.0,0.6407
Preserve,EastFringeNorth,XfHinokiM,-64.78,286.50,-171.08,325.1,0.3490
Preserve,EastFringeNorth,XfSpruceM,69.69,128.04,-67.87,132.7,0.5309
Preserve,EastFringeNorth,XfSpruceM,-66.84,285.89,-132.15,247.3,0.3216
Preserve,EastFringeNorth,XfSpruceM,152.00,304.34,-216.00,20.0,0.4872
Preserve,EastFringeNorth,XfSpruceM,176.70,239.20,-112.87,65.0,0.5862
Preserve,EastFringeNorth,XfHinokiM,78.52,294.47,-156.26,94.7,0.6560
Preserve,EastFringeNorth,XfHinokiM,74.99,302.43,-214.56,179.9,0.3525
Preserve,EastFringeNorth,XfHinokiM,-88.00,306.08,-176.00,144.5,0.5766
Preserve,EastFringeNorth,XfHinokiYr,112.00,224.64,-128.00,214.9,0.5998
Preserve,EastFringeNorth,XfHinokiYr,44.00,272.54,-148.00,344.7,0.6264
Preserve,EastFringeNorth,XfSugi40,-64.00,229.38,-96.00,189.6,0.6315
Preserve,EastFringeNorth,XfHinokiYr,44.00,246.17,-180.00,91.7,0.3650
Preserve,EastFringeNorth,XfSpruceM,67.08,128.92,-68.22,251.9,0.6094
Preserve,EastFringeNorth,XfHinokiM,83.39,305.64,-214.64,121.7,0.3832
Preserve,EastFringeNorth,XfSpruceM,128.00,197.24,-92.00,36.4,0.4730
Preserve,EastFringeNorth,XfSpruceM,157.99,304.04,-216.42,92.3,0.5383
Preserve,EastFringeNorth,XfHinokiM,116.00,300.65,-192.00,282.4,0.4595
Preserve,EastFringeNorth,XfHinokiYr,37.33,260.10,-148.10,304.6,0.5270
Preserve,EastFringeNorth,XfSpruceM,-68.00,281.04,-128.00,36.7,0.5679
Preserve,EastFringeNorth,XfHinokiM,26.74,264.85,-191.71,59.0,0.4313
Preserve,EastFringeNorth,XfSpruceM,128.00,305.94,-212.00,335.1,0.4650
Preserve,EastFringeNorth,XfSugi40,-59.00,236.05,-98.16,61.6,0.5186
Preserve,EastFringeNorth,XfSpruceM,31.83,143.56,-85.04,287.4,0.4138
Preserve,EastFringeNorth,XfSpruceM,72.00,133.10,-72.00,138.5,0.6066
Preserve,EastFringeNorth,XfSugi40,-70.30,216.15,-96.03,262.1,0.4121
Preserve,EastFringeNorth,XfHinokiM,-60.00,245.17,-68.00,114.6,0.5959
Preserve,EastFringeNorth,XfSugi40,120.00,270.59,-148.00,31.3,0.6865
Preserve,EastFringeNorth,XfHinokiM,27.88,264.65,-190.42,17.5,0.4193
Preserve,EastFringeNorth,XfSpruceM,8.00,203.23,-156.00,134.1,0.4376
Preserve,EastFringeNorth,XfSpruceM,151.24,303.83,-211.29,16.2,0.4739
Preserve,EastFringeNorth,XfSpruceM,0.81,157.93,-82.72,207.7,0.4524
Preserve,EastFringeNorth,XfSugi40,185.75,211.79,-83.08,311.8,0.4853
Preserve,EastFringeNorth,XfHinokiYr,28.00,227.11,-168.00,302.5,0.3580
Preserve,EastFringeNorth,XfHinokiYr,44.53,245.44,-173.85,184.0,0.5024
